affectedModels,analysisDate,anger Method,cveId,description,paperDate,paperTitle,paperUrl,slug,tags,title
,2026-02-22T04:50:10.973Z,,966f67dc,"A logical vulnerability exists in LLM security proxies and guardrails that utilize weighted-average aggregation algorithms for multi-turn risk scoring. The scoring logic exhibits a mathematical ""ceiling property"" where the cumulative conversation-level risk score converges to the per-turn score regardless of the number of interaction turns ($n$). Consequently, the aggregated score is bounded by the maximum single-turn score ($cum \leq \max(s_i)$). This allows remote attackers to bypass detection thresholds by submitting a persistent stream of malicious prompts where each individual turn achieves a risk score ($s$) slightly below the blocking threshold ($\tau$). Despite the accumulation of malicious evidence over time, the system will never trigger a violation, resulting in a false negative for persistent multi-turn attacks (e.g., ""death by a thousand cuts"" or extensive jailbreak probing).",2026-02-01,Peak+ Accumulation: A Proxy-Level Scoring Formula for Multi-Turn LLM Attack Detection,https://arxiv.org/abs/2602.11247,multi-turn-proxy-evasion,infrastructure-layer; prompt-layer; injection; jailbreak; chain; api; safety,Multi-Turn Proxy Evasion
Gemma 2 2B,2026-02-21T17:51:43.431Z,,ab77f9c6,$1a,2026-02-01,Towards Poisoning Robustness Certification for Natural Language Generation,https://arxiv.org/abs/2602.09757,nlg-poisoning-certification-gap,model-layer; poisoning; fine-tuning; agent; whitebox; integrity; safety; reliability,NLG Poisoning Certification Gap
Llama 3; Llama 4,2026-02-21T23:57:41.183Z,,81594649,"A data poisoning vulnerability exists in the pretraining pipeline of Transformer-based Large Language Models (LLMs) where the injection of synthetic uniform random noise into the training corpus induces irreversible training loss divergence or performance degradation. This instability is mechanistically distinct from divergence caused by high learning rates. The vulnerability is specifically triggered by ""insertion noise"" (inserting random tokens between clean tokens) drawn from a restricted noise vocabulary (e.g., a small subset of $\le$ 5 unique tokens repeated frequently) rather than the full tokenizer vocabulary. The probability of divergence scales with the noise ratio, model size, and specifically model depth, affecting both Dense and Mixture-of-Experts (MoE) architectures.",2026-02-01,An Empirical Study on Noisy Data and LLM Pretraining Loss Divergence,https://arxiv.org/abs/2602.02400,noisy-data-pretraining-divergence,model-layer; poisoning; denial-of-service; reliability,Noisy Data Pretraining Divergence
GPT-4o; Gemini 2; Qwen 2.5 4B,2026-02-20T23:24:36.177Z,,f803398f,"Large Vision-Language Models (LVLMs) possessing Optical Character Recognition (OCR) capabilities are vulnerable to a ""Text Distraction Jailbreaking"" (Text-DJ) attack. The vulnerability exploits a gap between the model's visual text extraction and its safety alignment mechanisms. By converting a decomposed harmful textual query into images and embedding these images within a grid of semantically irrelevant ""distraction"" text images, an attacker can bypass safety filters. The model's OCR successfully reads the harmful components, but the high volume of irrelevant semantic context (noise) prevents the safety protocols from aggregating the sub-queries into a prohibited intent, resulting in the generation of harmful content.",2026-02-01,Text is All You Need for Vision-Language Model Jailbreaking,https://arxiv.org/abs/2602.00420,ocr-image-distraction-jailbreak,model-layer; prompt-layer; jailbreak; multimodal; vision; blackbox; safety,OCR Image Distraction Jailbreak
Llama 3.1 8B,2026-02-21T15:29:35.486Z,,be8c27c0,$1b,2026-02-01,Persuasion Propagation in LLM Agents,https://arxiv.org/abs/2602.00851,pre-task-persuasion-propagation,prompt-layer; application-layer; injection; agent; chain; blackbox; integrity; reliability,Pre-Task Persuasion Propagation
GPT-4o; GPT-5; Gemini 2; Qwen 2.5 30B; Gemma 4B; LLaVA 7B,2026-02-22T05:28:22.558Z,,e3bf0c03,"Large Vision-Language Models (LVLMs) are vulnerable to a Stage-wise Attention-Guided Attack (SAGA) that allows for the generation of highly transferable, imperceptible adversarial examples. The vulnerability stems from a positive correlation between regional cross-modal attention scores and adversarial loss sensitivity in LVLMs. An attacker can exploit this by extracting an attention map from a surrogate open-source model (e.g., Qwen3-VL) to identify high-attention ""hotspots."" SAGA utilizes a stage-wise optimization schedule that allocates the $L_\infty$ perturbation budget to these hotspots first, then progressively targets subsequent salient regions as the model's attention redistributes during the attack. This method bypasses visual encoders and aligns the image representation with a malicious target text embedding, causing the target LVLM to output attacker-defined captions or answers while the input image remains visually benign to humans.",2026-02-01,When and Where to Attack? Stage-wise Attention-Guided Adversarial Attack on Large Vision Language Models,https://arxiv.org/abs/2602.04356,progressive-attention-lvlm-attack,model-layer; injection; vision; multimodal; embedding; blackbox; api; integrity; safety,Progressive Attention LVLM Attack
GPT-4o; Llama 3 8B; Qwen 2.5 7B,2026-02-21T15:26:16.611Z,,5cc4207b,"Retrieval-Augmented Generation (RAG) systems are vulnerable to iterative knowledge-extraction attacks designed to reconstruct the underlying private knowledge base. The vulnerability exists due to the decoupled optimization of the retrieval and generation phases. Attackers can craft adversarial queries consisting of two distinct components: an ""Information"" component (optimized via gradient descent or random sampling to steer embeddings toward specific, diverse regions of the vector space) and a ""Command"" component (prompts instructing the generator to ignore safety guardrails and verbatim reproduce retrieved context). Methods such as Dynamic Greedy Embedding Attack (DGEA) and Implicit Knowledge Extraction Attack (IKEA) exploit this architecture to bypass similarity threshold filters and intent detection classifiers, allowing unauthorized exfiltration of proprietary or sensitive data (e.g., PII, internal communications) stored in the vector index.",2026-02-01,Benchmarking Knowledge-Extraction Attack and Defense on Retrieval-Augmented Generation,https://arxiv.org/abs/2602.09319,rag-knowledgebase-exfiltration,application-layer; prompt-layer; extraction; injection; jailbreak; rag; embedding; blackbox; whitebox; data-privacy,RAG Knowledgebase Exfiltration
GPT-4o 20B; Llama 3.2 3B; Gemma 27B,2026-02-22T01:35:01.805Z,,8336998a,$1c,2026-02-01,ER-MIA: Black-Box Adversarial Memory Injection Attacks on Long-Term Memory-Augmented Large Language Models,https://arxiv.org/abs/2602.15344,retrieval-memory-injection,application-layer; injection; poisoning; rag; embedding; blackbox; agent; integrity; reliability,Retrieval Memory Injection
,2026-02-22T05:40:23.774Z,,41deb652,"A vulnerability exists in the post-training alignment of Flow Matching models (specifically FLUX.1-dev) when utilizing Visual Foundation Models (VFM) (e.g., DINOv3b) as discriminators or when employing standalone Reward Gradient optimization (e.g., HPSv3). These feedback mechanisms lack sufficient capacity or structural guidance to constrain the generative policy, making the discriminator's gradients susceptible to ""reward hacking."" Consequently, the generative policy over-optimizes for the discriminator's score rather than true data distribution, resulting in severe degradation of image quality, including oversaturation, unnatural high-frequency artifacts, and mode collapse.",2026-02-01,FAIL: Flow Matching Adversarial Imitation Learning for Image Generation,https://arxiv.org/abs/2602.12155,reward-hacking-via-adversarial-imitation,model-layer; fine-tuning; vision; multimodal; whitebox; blackbox; integrity; reliability,Reward Hacking Via Adversarial Imitation
Llama 3 8B; Llama 3.1 8B; DeepSeek-V3; Gemma 2 2B,2026-02-22T03:11:49.707Z,,cf35e42c,"LLM-as-a-Judge systems utilizing natural language rubrics are vulnerable to Rubric-Induced Preference Drift (RIPD). This vulnerability allows an attacker (or a flawed optimization process) to refine evaluation rubrics such that they maintain high agreement with human references on standard validation benchmarks while inducing systematic, directional preference degradation on unseen target domains. The attack exploits the disconnect between benchmark validation and target generalization by employing population-based evolutionary search to discover rubric variants that decouple benchmark performance from target behavior. When these compromised judges are used to generate preference labels for Reinforcement Learning from Human Feedback (RLHF) or Direct Preference Optimization (DPO), the induced bias (e.g., extreme brevity or excessive refusal) propagates into the downstream model policy, bypassing standard benchmark-based integrity checks.",2026-02-01,Rubrics as an Attack Surface: Stealthy Preference Drift in LLM Judges,https://arxiv.org/abs/2602.13576,rubric-stealthy-preference-drift,prompt-layer; poisoning; fine-tuning; chain; integrity; safety; reliability,Rubric Stealthy Preference Drift
Llama 3.1 8B; Qwen 2.5 8B; Gemma 2 9B,2026-02-21T05:15:17.450Z,,a3df14a7,"Large Language Models (LLMs) exhibit a cross-lingual safety vulnerability driven by a dependency on a sparse subset of ""Shared Safety Neurons"" (SS-Neurons) anchored in high-resource (HR) languages, typically English. Non-high-resource (NHR) languages lack autonomous safety mechanisms and rely on projecting inputs onto this English-aligned safety manifold to trigger refusals. Because this projection is imperfect, safety guardrails can be bypassed by translating malicious prompts into NHR languages (e.g., Thai, Bengali, Korean), or by performing targeted ablation (masking) of the SS-Neuron subset (<0.3% of parameters). This architectural bottleneck allows adversaries to elicit harmful contentâsuch as bomb-making instructions or scam scriptsâthat the model would otherwise refuse in English.",2026-02-01,Who Transfers Safety? Identifying and Targeting Cross-Lingual Shared Safety Neurons,https://arxiv.org/abs/2602.01283,ss-neuron-cross-lingual-jailbreak,model-layer; jailbreak; fine-tuning; whitebox; safety,SS-Neuron Cross-Lingual Jailbreak
Llama 3.1 8B; Llama 3.2 3B; Qwen 2.5 7B; Gemma 2 2B,2026-02-21T05:10:18.333Z,,2932f0e1,"Inference-time intervention techniques (also known as activation steering or model steering), utilized to adjust Large Language Model (LLM) behavior without retraining, contain a vulnerability related to robust specificity. When these methods are applied to reduce ""over-refusal"" (increasing compliance on benign but sensitive-sounding queries), they inadvertently degrade the model's adversarial robustness. Specifically, steering vectors derived from methods such as Difference-in-Means (DiffMean), Linear Probing (LinearProbe), Supervised Steering Vectors (SSV), and Rank-1 Representation Finetuning (ReFT-r1) force model activations toward a ""compliant"" direction. While this preserves safety for standard harmful queries, it creates a bypass vector for jailbreak attacks. Internal representations of harmful queries prefixed with jailbreaks cluster closely with benign queries; the steering intervention amplifies compliance for this cluster, causing the model to fulfill malicious requests it would otherwise refuse.",2026-02-01,Steering Safely or Off a Cliff? Rethinking Specificity and Robustness in Inference-Time Interventions,https://arxiv.org/abs/2602.06256,safety-steering-amplifies-jailbreaks,model-layer; jailbreak; hallucination; rag; whitebox; safety; reliability,Safety Steering Amplifies Jailbreaks
